word,definition
"kim","a first name now usually for girls, short for Kimberly or Kimberley"
"insight","an understanding of what something is like"
"key","a piece of metal with a special shape used for locking a door, starting a car, etc."
"installation","the act of fixing equipment or furniture in position so that it can be used"
"kid","a child or young person"
"instead","in the place of somebody/something"
"kills","to make somebody/something die"
"joining","to fix or connect two or more things together"
"knitting","an item that is being knitted"
"instructions","detailed information on how to do or use something"
